Page,Name,BHK,Location,Price,Price_per_sqft,Area_sqft,Area_sqm,Area_type,Status,Description,Builder,Posted_Time,Property_URL,Image_URL
46,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹50 Lac,"₹3,779 /sqft","1,323 sqft",(123 sqm),Super Built-up Area,Ready To Move,"This residential flat is east-Facing direction. Constructed on a super built up area of 1323 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 2nd floor of a 5 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified floo...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-flamingo-sargasan-gandhinagar-1323-sqft-spid-Z90306296,https://static.99acres.com/universalapp/img/StarNew.png
46,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹42 Lac,"₹4,361 /sqft",963 sqft,(89 sqm),Super Built-up Area,Ready To Move,"This is a east-Facing property. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 963 sq.Ft. The property is located on the 2nd floor of a 5 floors tall building. This is a ready to move project and the property is 1-5 years old. The beautifully designed vitrified flooring enhances the beauty of the flat. The flat will offer a modern lifestyle...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-afford-sargasan-gandhinagar-963-sqft-spid-N90306186,https://static.99acres.com/universalapp/img/StarNew.png
46,"1 BHK Flatin Sargasan, Gandhinagar",1 BHK Flat,"Sargasan, Gandhinagar",₹36.5 Lac,"₹5,480 /sqft",666 sqft,(62 sqm),Carpet Area,Ready To Move,"The flat is east-Facing. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a carpet area of 666 sq.Ft. The flat has a total of 5 floors and this property is situated on 1st floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing l...",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-kalp-capitol-flora-sargasan-gandhinagar-666-sq-ft-spid-B90305992,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"4 Bedroom Housein Dahegam, Gandhinagar",4 BHK,"Dahegam, Gandhinagar",₹77 Lac,"₹6,956 /sqft","1,107 sqft",(103 sqm),,Under Construction,"Dahegam is one of gandhinagar's most sought after destination for residential houses and this 4 bhk house in dahegam is your opportunity to be a part of this community. Constructed on a super built up area of 123 sq.Yards, this house comprises 4 bedrooms, 4 bathrooms and 1 balcony. The houses comes with dedicated 1 covered parking space where you can easily park your vehicle. This villa is curr...",,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dhegam-gandhinagar-1107-sqft-spid-Y90302338,https://static.99acres.com/universalapp/img/downArrowNew.png
46,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹2.2 Cr,"₹75,085 /sqft",293 sqft,(27 sqm),Carpet Area,Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalay-parisar-kudasan-gandhinagar-293-sqft-spid-T90296646,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"7 Bedroom Housein Sector 26, Gandhinagar",7 BHK,"Sector 26, Gandhinagar",₹3 Cr,"₹18,581 /sqft","1,614 sqft",(150 sqm),,Ready To Move,Interested to sell independent house/villa.Placed at sector 26 gandhinagar.Nice semifurnished enhancing decorit has spacious 7 bedrooms and 5 bathrooms. .Want to sell it for rs 30000000.It is a 5-10 years old property construction,,,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-26-gandhinagar-1613-sqft-r3-spid-P75241411,https://static.99acres.com/universalapp/img/downArrowNew.png
46,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹70 Lac,"₹3,716 /sqft","1,883 sqft",(175 sqm),Super Built-up Area,Ready To Move,"We are the proud owners of this 2 bhk apartment available in shikshapatri shreeji swastik, sargasan, gandhinagar. This it is a and the unit is located on 9th floor and has a super built-Up area of 175 sq.M. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shikshapatri-shreeji-swastik-sargasan-gandhinagar-1884-sqft-spid-W90231690,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"2 BHK Flatin Kudasan, Gandhinagar",2 BHK Flat,"Kudasan, Gandhinagar",₹54 Lac,"₹4,286 /sqft","1,260 sqft",(117 sqm),Super Built-up Area,Ready To Move,"1 allotted car parking 
All balcony covered with the grill with extra space.
Great view from the balcony.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-krishna-sunshine-heights-2-kudasan-gandhinagar-1260-sqft-spid-X90226138,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.15 Cr,"₹10,502 /sqft","1,095 sqft",(102 sqm),Super Built-up Area,Ready To Move,"This residential flat is east-Facing direction. The flat is over 1095 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 33 floors in total and the flat for sale is located on the 9th floor. This is a ready to move project and the property is 1-5 years old. The flat comes well built with marble flooring options. The flat will offer ...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-dream-heights-gift-city-gandhinagar-1095-sqft-spid-A90223096,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹70 Lac,"₹44,585 /sqft",157 sqft,(15 sqm),Carpet Area,Ready To Move,"Available immediately, this 2 bhk flat on the 9th floor of a 13-Story high-Rise offers 157 sq.Ft. Of semi-Furnished living space in shikshapatri shreeji swastik, sargasan, gandhinagar. Features include a modular kitchen, power backup, lift, and parking. Conveniently connected to mini market, sikshapatri road, vaishnodevi circle, and gift city.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shikshapatri-shreeji-swastik-sargasan-gandhinagar-157-sqft-spid-E90220484,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"1 BHK Flatin Kolavada, Gandhinagar",1 BHK Flat,"Kolavada, Gandhinagar",₹18.5 Lac,"₹2,936 /sqft",630 sqft,(59 sqm),Super Built-up Area,Ready To Move,Property is in the prime location. Please contatct for further information.,,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-swarna-amrut-heights-kolavada-gandhinagar-630-sqft-spid-V90214182,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1 Cr,"₹3,968 /sqft","2,520 sqft",(234 sqm),Super Built-up Area,Ready To Move,Property is in the prime location. Please contatct for further information.,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shreeji-kanam-residency-kudasan-gandhinagar-2520-sqft-spid-I90213834,https://static.99acres.com/universalapp/img/checkLineGray.svg
46,"2 BHK Flatin Kudasan, Gandhinagar",2 BHK Flat,"Kudasan, Gandhinagar",₹65 Lac,"₹4,980 /sqft","1,305 sqft",(121 sqm),Super Built-up Area,Ready To Move,"Constructed on a super built up area of 1305 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 2nd level of a 7 storey building. This is a ready to move project and the property is 5-10 years old. The flat will offer a modern lifestyle as it is presented with many of the amenities such as fitness centre / gym, club house, park, shopping centre, lift(s), s...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-ugati-heights-kudasan-gandhinagar-1305-sqft-spid-Z90213688,https://static.99acres.com/universalapp/img/downArrowNew.png
47,3 BHK Flatin at Gandhinagar,3 BHK Flat,at Gandhinagar,₹37.71 Lac,"₹3,016 /sqft","1,250 sqft",(116 sqm),Carpet Area,Ready To Move,"ideal for families & investment If you are looking for a peaceful, spacious, and well-Located 3 bhk apartment in gandhinagar, this property in sitaram spring valley enclave, kolavada is an excellent opportunity for both end-Users and investors. This 3 bhk ap...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gandhinagar-1250-sqft-spid-Z90198694,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,OrigParrk,₹1.5 Cr,"₹5,291 /sqft","2,835 sqft",(263 sqm),Super Built-up Area,Ready To Move,"Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a super built up area of 2835 sq.Ft. The flat has a total of 13 floors and this property is situated on top floor. This is a ready to move project and the property is 1-5 years old.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-2835-sqft-spid-S90181440,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹49 Lac,"₹4,083 /sqft","1,200 sqft",(111 sqm),Super Built-up Area,Ready To Move,"We are the proud owners of this 2 bhk apartment available in psy pramukh elysium, sargasan, gandhinagar. This it is a and the unit is located on 4th floor and has a super built-Up area of 1200 sq.Ft. . It has 2 bathroom(s) and 3 balcony(s). The ownership is freehold type.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-elysium-sargasan-gandhinagar-1200-sqft-r1-spid-Q88749600,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"2 BHK Flatin Chiloda, Gandhinagar",2 BHK Flat,"Chiloda, Gandhinagar",₹38 Lac,"₹3,166 /sqft","1,200 sqft",(111 sqm),Carpet Area,Ready To Move,,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-orchid-chiloda-gandhinagar-1200-sqft-r3-spid-L68555626,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"4 BHK Flatin Koba, Gandhinagar",4 BHK Flat,"Koba, Gandhinagar",₹1.8 Cr,"₹4,444 /sqft","4,050 sqft",(376 sqm),Super Built-up Area,"Available from march 2027, this under-Construction 4 bhk flat offers 4050 sq.Ft. On the 5th floor of an 18-Storey high-Rise at kumbh avyanna, koba, gandhinagar. Featuring 4 bedrooms and 4 bathrooms, the well-Planned layout suits residential needs. Close to healthcare facilities and pandit deendayal petroleum university, it combines comfort with convenience.",,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-kumbh-avyanna-koba-gandhinagar-4050-sqft-spid-Q90171692,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"6 Bedroom Housein Sector 25, Gandhinagar",6 BHK,"Sector 25, Gandhinagar",₹1.5 Cr,"₹4,630 /sqft","3,240 sqft",(301 sqm),,Ready To Move,Interested to sell independent house/villa.It is a 5-10 years old property constructionplaced at sector 25 gandhinagar.Nice furnished enhancing decorit has spacious 6 bedrooms and 4 bathrooms. .Want to sell it for rs 15000000.,,,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-25-gandhinagar-3240-sqft-r2-spid-L70419204,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"2 BHK Flatin Pethapur, Gandhinagar",2 BHK Flat,"Pethapur, Gandhinagar",₹55 Lac,"₹5,050 /sqft","1,089 sqft",(101 sqm),Built-up Area,Ready To Move,"The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a built up area of 1089 sq.Ft. The flat has a total of 1 floor and this property is situated on ground floor. This 0-1 year old property is available for immediate possession as the project is ready to move.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pethapur-gandhinagar-1089-sqft-spid-F90168404,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹85 Lac,"₹4,794 /sqft","1,773 sqft",(165 sqm),Built-up Area,Ready To Move,"Constructed on a built up area of 1773 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the ground floor of a 1 floor tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1773-sqft-spid-T90168402,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"Residential land / Plotin Kalol, Gandhinagar",,"Kalol, Gandhinagar",₹2.32 Cr,"₹3,333 /sqft","6,966 sqft",(647 sqm),,Ready To Move,,,,https://www.99acres.com/residential-land-plot-for-sale-in-kalol-gandhinagar-774-sqyd-spid-F90138116,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹80.5 Lac,"₹4,341 /sqft","1,854 sqft",(172 sqm),Super Built-up Area,Ready To Move,"Set in shivala sadbhav, sargasan, gandhinagar, this unfurnished 3 bhk flat on the 10th floor of a 14-Story high-Rise offers 1854 sq.Ft. Of modern living. Newly constructed and corner-Positioned, it features 3 bedrooms, 3 bathrooms, a clubhouse, gym, and parking. Available immediately, it benefits from nearby malls and excellent connectivity via s.G. And koba highways.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivala-sadbhav-sargasan-gandhinagar-1854-sqft-spid-R90135558,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"Residential land / Plotin urjanagar 2,plot number 18, Gandhinagar",,"urjanagar 2,plot number 18, Gandhinagar",₹3.25 Cr,"₹8,808 /sqft","3,690 sqft",(343 sqm),,Ready To Move,"Situated in urjanagar 2, gandhinagar, this 3690 sq.Ft. West-Facing corner residential plot is available for immediate sale. Located near a hospital, market, and metro station, it offers excellent accessibility. Ideal for building a home, this land on plot number 18 presents a prime opportunity in a well-Connected neighborhood.",,,https://www.99acres.com/residential-land-plot-for-sale-in-gandhinagar-410-sqyd-spid-L90135254,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"2 Bedroom Housein Vasana Hadmatia, Sargasan",2 BHK,"Vasana Hadmatia, Sargasan",₹1.7 Cr,"₹1,07,594 /sqft",158 sqft,(15 sqm),,Ready To Move,,,,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vasana-hadmatia-gandhinagar-158-sqft-spid-A90082706,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹75 Lac,"₹4,201 /sqft","1,785 sqft",(166 sqm),Carpet Area,Ready To Move,"Reachability to twin city. Aaksha multi speciality hospital and guda garden, rcc main sargasan road, prime location.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-swagat-blossom-sargasan-gandhinagar-1785-sqft-r1-spid-Z78934873,https://static.99acres.com/universalapp/img/StarNew.png
47,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.38 Cr,"₹8,094 /sqft","1,700 sqft",(158 sqm),Super Built-up Area,Ready To Move,"Located in vida by nila spaces, gift city, this 0-1 year old unfurnished 2 bhk flat offers 1700 sq.Ft. On the 17th floor of a 33-Floor high-Rise. With two bedrooms and bathrooms, it features north-Facing views, full power backup, and visitor parking. Immediate availability in a gated society near metro, school, hospital, and market ensures convenient urban living.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-1700-sqft-spid-J90078402,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.6 Cr,"₹12,075 /sqft","1,325 sqft",(123 sqm),Super Built-up Area,Ready To Move,"We are the proud owners of this 2 bhk apartment available in shilp north sky, gift city, gandhinagar. This furnished apartment it is a and the unit is located on 21st floor and has a super built-Up area of 1325 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1325-sqft-spid-L90067320,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"Studio Apartments / 1 RK Flatsin Gift City, Gandhinagar",1 BHK,"Gift City, Gandhinagar",₹1.1 Cr,"₹22,774 /sqft",483 sqft,(45 sqm),Carpet Area,Ready To Move,Property is in the prime location. Please contatct for further information.,,,https://www.99acres.com/studio-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-483-sqft-spid-T90064230,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"3 Bedroom Housein Vavol, Gandhinagar",3 BHK,"Vavol, Gandhinagar",₹45 Lac,"₹6,250 /sqft",720 sqft,(67 sqm),,Ready To Move,Property is in the prime location. Please contatct for further information.,,,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vavol-gandhinagar-720-sqft-spid-F90059734,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"1 BHK Flatin Gift City, Gandhinagar",1 BHK Flat,"Gift City, Gandhinagar",₹95 Lac,"₹15,833 /sqft",600 sqft,(56 sqm),Super Built-up Area,Under Construction,Property is in the prime location. Please contatct for further information.,,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sobha-avalon-gift-city-gandhinagar-600-sqft-spid-O90058722,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹65 Lac,"₹8,154 /sqft",797 sqft,(74 sqm),Carpet Area,Ready To Move,,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-kingsland-sargasan-gandhinagar-797-sqft-r1-spid-I86589394,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"Residential land / Plotin Palodia, Gandhinagar",,"Palodia, Gandhinagar",₹1.94 Cr,"₹3,889 /sqft","4,995 sqft",(464 sqm),,Ready To Move,Avaialbe 555 sq yard plot for sale in sopan icon located at palodia. For more details and site visit please contact us.,,,https://www.99acres.com/residential-land-plot-for-sale-in-avirat-sopan-icon-palodia-ahmedabad-west-555-sqyd-r2-spid-D86936706,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"2 BHK Flatin Koba, Gandhinagar",2 BHK Flat,"Koba, Gandhinagar",₹45 Lac,"₹3,704 /sqft","1,215 sqft",(113 sqm),Super Built-up Area,Ready To Move,"This residential flat is east-Facing direction. The flat occupies a super built up area of 135 sq.Yards that consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building has 8 floors in total and the flat for sale is located on the 5th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified floo...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-elegance-koba-gandhinagar-1215-sqft-spid-Y90046008,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"Residential land / Plotin Mahudi, Gandhinagar",,"Mahudi, Gandhinagar",₹16 Lac,₹889 /sqft,"1,800 sqft",(167 sqm),,Under Construction,"This 1800 sq.Ft. Residential plot in swo kashmir valley, mahudi, gandhinagar offers a prime opportunity for those seeking land near the mahudi tirth jain temple and mahudi jain temple. Available for sale within three months, the land is ideal for building your home in a well-Connected area. The plot is unfurnished and ready for development.",,,https://www.99acres.com/residential-land-plot-for-sale-in-swo-kashmir-valley-mahudi-gandhinagar-200-sqyd-spid-J90036924,https://static.99acres.com/universalapp/img/downArrowNew.png
47,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹40 Lac,"₹4,153 /sqft",963 sqft,(89 sqm),Super Built-up Area,Ready To Move,"This property faces the east direction. Constructed on a super built up area of 963 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 5 floors in total and the flat for sale is located on the top floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The vitrifi...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-afford-sargasan-gandhinagar-963-sqft-spid-L90028826,https://static.99acres.com/universalapp/img/StarNew.png
47,"4 BHK Flatin Sargasan, Gandhinagar",4 BHK Flat,"Sargasan, Gandhinagar",₹1.4 Cr,"₹7,551 /sqft","1,854 sqft",(172 sqm),Carpet Area,Ready To Move,"This unfurnished 4 bhk flat spans 1854 sq.Ft. On the 5th floor of a 13-Story high-Rise in atmos by solaire, sargasan, gandhinagar. Just a year old and ready for immediate sale, it offers 4 bathrooms, parking, a gym, clubhouse, pool, and lift. Conveniently close to pramukh tangent, swagat holiday mall, top schools, and aashka hospital.",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-atmos-by-solaire-sargasan-gandhinagar-1854-sqft-spid-T90022500,https://static.99acres.com/universalapp/img/checkLineGray.svg
47,"3 BHK Flatin Palaj, Gandhinagar",3 BHK Flat,"Palaj, Gandhinagar",₹60 Lac,"₹4,518 /sqft","1,328 sqft",(123 sqm),"The flat is east-Facing. The flat is over 1328 sq.Ft. Carpet area and comes with 3 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 5 floors and this property is situated on 3rd floor. This is a ready to move project and the property is 1-5 years old. The flat comes well built with marble flooring options. The flat will offer a modern lifestyle as it is presented with many of th...",Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jeet-residency-palaj-gandhinagar-1328-sqft-spid-S90019862,https://static.99acres.com/universalapp/img/checkLineGray.svg
48,"2 BHK Flatin Vavol, Gandhinagar",2 BHK Flat,"Vavol, Gandhinagar",₹48.5 Lac,"₹3,031 /sqft","1,600 sqft",(149 sqm),Carpet Area,Ready To Move,"The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 126 sq.Ft. This flat is situated on the top floor of this 6 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vavol-gandhinagar-1600-sqft-spid-O90007912,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.07 Cr,"₹7,447 /sqft","1,430 sqft",(133 sqm),Super Built-up Area,"Available by 2027, this under-Construction 2 bhk flat in shilp north sky, gift city offers 1430 sq.Ft. Of living space on the 8th floor of a 25-Story high-Rise. The residence includes 2 bedrooms and 2 bathrooms, is semi-Furnished, and features amenities like a clubhouse, swimming pool, lift, and power backup. Close to schools, malls, and nh 48 connectivity.",,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1430-sqft-spid-A90007648,https://static.99acres.com/universalapp/img/checkLineGray.svg
48,"2 BHK Flatin Vavol, Gandhinagar",2 BHK Flat,"Vavol, Gandhinagar",₹44 Lac,"₹4,793 /sqft",918 sqft,(85 sqm),Super Built-up Area,Ready To Move,"Located in snkj siddharth status, vavol, gandhinagar, this furnished 2 bhk flat spans 918 sq.Ft. On the 2nd floor of a low-Rise 3-Floor building. Over 10 years old, it offers immediate availability and includes a modular kitchen, power backup, lift, and central ac. Nearby are multiple hospitals, enhancing convenience for residents.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-snkj-siddharth-status-vavol-gandhinagar-918-sqft-spid-K89981062,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"3 Bedroom Housein Sector 4B Gandhinagar, Sector 4 Gandhinagar",3 BHK,"Sector 4B Gandhinagar, Sector 4 Gandhinagar",₹2.31 Cr,"₹23,845 /sqft",968 sqft,(90 sqm),,Ready To Move,"Planning to buy an individual house in gandhinagar. Then you should definitely check out this 3 bhk house for sale in sector 4b gandhinagar, a well-Planned and well-Connected locality in gandhinagar. Containing 3 bedrooms, 3 bathrooms and 1 balcony, this independent house is spread over a super built up area of 90 sq.M. Another added advantage of this 0-1 year old house is that it is available ...",,,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4b-gandhinagar-969-sqft-spid-U89981014,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"2 BHK Flatin Raysan, Gandhinagar",2 BHK Flat,"Raysan, Gandhinagar",₹53.64 Lac,"₹4,000 /sqft","1,341 sqft",(125 sqm),Super Built-up Area,Ready To Move,"Only 2bhk flats in projects.
2bhk size 149 to 171.
3 side open project.
Nr to raysan metro station.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raysan-gandhinagar-1341-sqft-spid-F89975684,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"3 BHK Flatin Koba, Gandhinagar",3 BHK Flat,"Koba, Gandhinagar",₹1.35 Cr,"₹4,644 /sqft","2,907 sqft",(270 sqm),Super Built-up Area,Ready To Move,"This project is located to k raheja road.
Only 3 & 4 bhk flats.
Gated community with security.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-koba-gandhinagar-2907-sqft-spid-L89973032,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"4 BHK Flatin Sargasan, Gandhinagar",4 BHK Flat,"Sargasan, Gandhinagar",₹1.16 Cr,"₹3,906 /sqft","2,970 sqft",(276 sqm),Carpet Area,Ready To Move,"This is a north-East-Facing property. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a carpet area of 330 sq.Yards. The residential building has 14 floors in total and the flat for sale is located on the 3rd floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The f...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-2970-sqft-spid-P89935668,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.12 Cr,"₹8,450 /sqft","1,875 sqft A striking 25-Storey contemporary tower All master-Bedroo...",(123 sqm),Super Built-up Area,Under Construction,"Shilp northsky gift city Live where the world does business Set within indias only global financial hub, shilp northsky introduces a new standard of urban livingcrafted for professionals, visionaries, and families shaping tomorrow. Why this address matters Spacious 2bhk residences",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1325-sqft-r11-spid-B72528656,https://static.99acres.com/universalapp/img/downArrowNew.png
48,"3 BHK Flatin Palaj, Gandhinagar",3 BHK Flat,"Palaj, Gandhinagar",₹60 Lac,"₹4,040 /sqft","1,485 sqft",(138 sqm),Super Built-up Area,Ready To Move,"Allotted parking, 24/7 power and water supply with inverter, large foyer, fully furnished, near iit gandhinagar, 5 km from gift city circle.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jeet-residency-palaj-gandhinagar-1485-sqft-spid-N89928766,https://static.99acres.com/universalapp/img/checkLineGray.svg
48,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹70 Lac,"₹7,000 /sqft","1,000 sqft",(93 sqm),Built-up Area,Ready To Move,"The flat is over 1000 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 5 floors and this property is situated on top floor. This is a ready to move project and the property is 1-5 years old.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1000-sqft-spid-B89923192,https://static.99acres.com/universalapp/img/downArrowNew.png
